,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
796,Slo_Drum,Ultra Milkmaids,spotify:track:5WRJJ10MO4phY6grPwLTrq,0.215,0.685,4,-10.622,0,0.0645,6.11e-06,0.7340000000000001,0.073,0.0771,61.246,136507,4,90.08918,5,0
797,Ehu Girl,Kolohe Kai,spotify:track:7hmvSpZSdBAaJmy0pHcGwh,0.8029999999999999,0.625,0,-5.379,1,0.0382,0.135,0.0,0.0888,0.94,133.013,229760,4,22.91969,9,0
798,Love Me Like You Do,Ellie Goulding,spotify:track:2l8w0zZVn4AZNuzrht7MRT,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,4,40.89478,10,1
799,The Great Escape,Boys Like Girls,spotify:track:6GIrIt2M39wEGwjCQjGChX,0.423,0.94,1,-4.012,0,0.0635,0.0016600000000000002,0.0,0.17800000000000002,0.505,149.934,206520,4,26.28482,10,1
800,Where You Been,The PropheC,spotify:track:4xpQJf8ynF5jabT9K3ZhHG,0.568,0.522,2,-8.168,1,0.055,0.264,4.18e-06,0.109,0.452,76.932,212359,4,38.31088,7,0
801,In the Grip of Winter,Autopsy,spotify:track:7J7VF8jGNiFNGTgLlsAhvv,0.319,0.861,0,-6.894,1,0.0673,0.313,0.797,0.35700000000000004,0.115,114.094,248640,4,43.47461,10,0
802,Not Over You,Gavin DeGraw,spotify:track:6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.18100000000000002,0.364,142.05100000000002,218520,4,44.34189,12,1
803,Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,spotify:track:30bVi6NgGE6FuoIPo2xMSj,0.406,0.797,1,-4.933,1,0.245,0.0912,0.0,0.0209,0.37799999999999995,93.51100000000001,248587,5,27.5469,11,1
804,New Americana,Halsey,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,0.33899999999999997,0.7070000000000001,0,-5.121,0,0.0428,0.0113,0.0,0.337,0.359,173.993,183808,4,34.06756,9,1
805,Recetrance - Rome Tekno Resistance Mix,Rexanthony,spotify:track:67GEOr7bF1LlJzwSmvQwYH,0.624,0.987,9,-9.48,0,0.196,0.00925,0.348,0.0729,0.106,143.70600000000002,230113,4,28.14143,12,0
806,Back Then,Mike Jones,spotify:track:5krOROgmf8adn3SJzeKLZy,0.7759999999999999,0.736,9,-6.308,1,0.255,0.0101,0.0,0.18,0.536,159.838,244187,4,33.46182,13,1
807,Thrash With A Small Moustache,SSS,spotify:track:1fnhPsVbCvWLE6nQPSyOEJ,0.428,0.987,0,-2.927,1,0.14,0.0009429999999999999,0.0,0.7240000000000001,0.515,100.84,125747,4,53.162490000000005,5,0
808,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",spotify:track:2bNxCVI4Fub8BAwr0CQDyd,0.693,0.8079999999999999,4,-6.231,0,0.09300000000000001,0.0506,1.18e-06,0.578,0.547,127.945,162067,4,37.14631,6,1
809,Sinus 90 Hz - L 120 Hz - R Drone,Subtracters,spotify:track:0v2mApJ0py4fN6dqzkBJ5t,0.213,0.15,0,-22.73,1,0.0454,0.777,0.938,0.111,0.0541,86.774,208000,5,25.11562,10,0
810,Omigod You Guys,Annaleigh Ashford,spotify:track:2av1BBGdN9DW1u7rvoRhMM,0.57,0.48100000000000004,7,-9.741,1,0.645,0.49700000000000005,0.0,0.425,0.622,159.939,346813,4,25.19407,16,0
811,Hot Tottie,Usher Featuring Jay-Z,spotify:track:1Vot6YSxInL52SGTN0XN9n,0.654,0.866,6,-4.332,0,0.28600000000000003,0.00155,5.38e-06,0.0928,0.669,87.525,299333,4,22.25047,15,1
812,Isis,Joyner Lucas Featuring Logic,spotify:track:36TO60sxDduIsO3xH8IcUh,0.9179999999999999,0.8370000000000001,1,-6.792000000000001,1,0.255,0.23399999999999999,0.0,0.22699999999999998,0.855,120.01700000000001,236000,4,45.53676,14,1
813,Proper Rock - Radio Edit,The Chap,spotify:track:5m9ff8Mjzlk4HBZBHpM1NX,0.485,0.664,9,-8.74,1,0.0468,0.00173,0.0545,0.15,0.484,160.048,213413,4,51.386359999999996,10,0
814,In My Garage,Lucy In Disguise,spotify:track:2eAZR8HOzekZfKa8BcGgMK,0.38799999999999996,0.625,5,-9.881,0,0.0318,0.428,0.912,0.13699999999999998,0.23199999999999998,119.994,260075,4,64.03851999999999,8,0
815,Bible Study,Darrell Mansfield,spotify:track:0UwEqLsFZLaPi5ZLgZSDj2,0.192,0.958,10,-5.102,1,0.16,0.005,4.6399999999999996e-05,0.716,0.311,180.56900000000002,442307,4,50.860490000000006,16,0
816,Eternal Destruction,Blasfemia,spotify:track:7KJbrCpABypcvRJp83Gy3P,0.184,0.938,8,-7.097,1,0.0599,2.74e-06,0.955,0.17600000000000002,0.319,97.26899999999999,279592,4,62.72051999999999,13,0
817,The Clockwise Witness,DeVotchKa,spotify:track:4gtNmRW2N0dX71Et25HhRQ,0.6779999999999999,0.652,10,-9.129,1,0.036000000000000004,0.155,0.007940000000000001,0.244,0.736,139.972,277760,4,63.613080000000004,10,0
818,That Don't Sound Like You,Lee Brice,spotify:track:2l1fWY1albInvAG9t8WP2p,0.5429999999999999,0.589,4,-9.496,1,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,210573,4,31.45376,11,1
819,Pull Up,Mr. Vegas,spotify:track:5NhqD8ODDHOOOXrqlctPUL,0.9620000000000001,0.632,11,-4.7,0,0.17600000000000002,0.11599999999999999,0.0,0.10800000000000001,0.892,119.912,213467,4,25.05954,10,1
820,Stanky Legg,GS Boyz,spotify:track:73GD9DI2EBRSi2l57wyh3Z,0.7609999999999999,0.7040000000000001,11,-5.975,0,0.059000000000000004,0.00435,0.0,0.272,0.738,154.007,233320,4,39.3563,12,1
821,No More,Ruff Endz,spotify:track:2WfhlEjoUII31H6imnQdvF,0.8390000000000001,0.6409999999999999,10,-5.669,0,0.0858,0.0324,4.56e-06,0.0602,0.927,97.00399999999999,242560,4,31.66948,10,1
822,Howl In the Sky,Biscaya,spotify:track:6WadV44JC0jXZ4YymKgY9d,0.33399999999999996,0.963,9,-7.399,1,0.10800000000000001,0.000982,0.00678,0.115,0.122,130.387,291867,4,45.24102,10,0
823,What Is Jazz,Club des Belugas,spotify:track:7C3KqkEC6dndggv3ncJPjz,0.828,0.769,6,-9.497,1,0.165,0.41,0.00743,0.0915,0.813,129.988,315960,4,32.24435,16,0
824,Ann - Remastered,The Stooges,spotify:track:2tdlMhZt48VB4gyWmd1AhQ,0.292,0.462,6,-7.545,0,0.0261,0.004370000000000001,0.0016699999999999998,0.168,0.068,99.715,179627,4,42.88547,8,0
825,Neighbor (feat. Travis Scott),Juicy J,spotify:track:2iicKPnvOKfbJZJZtuQnjy,0.9209999999999999,0.748,1,-5.093,1,0.13,0.00908,0.0,0.0798,0.8009999999999999,139.97899999999998,162886,4,21.88406,7,0
826,Post Rock Defends the Nation,Bon Savants,spotify:track:3DNJFMbUUDygI69db4V47q,0.396,0.743,4,-6.228,1,0.0293,0.00924,0.862,0.28600000000000003,0.36700000000000005,92.95200000000001,260653,4,43.75578,14,0
827,Burning House,Cam,spotify:track:2zhk0kypGeOPsaaZcjyc14,0.728,0.253,0,-8.427,1,0.0304,0.887,1.11e-05,0.133,0.457,140.923,231333,4,63.617709999999995,9,1
828,PIGS EAR,Emmure,spotify:track:4ZJduIHjMVQ3RIxFOR7sHz,0.428,0.9129999999999999,3,-6.882999999999999,0,0.106,0.000155,0.066,0.35700000000000004,0.445,139.518,131143,4,36.22247,6,0
829,Take Me Out,Franz Ferdinand,spotify:track:6ooluO7DiEhI1zmK94nRCM,0.278,0.6759999999999999,9,-8.821,1,0.0371,0.00042300000000000004,0.0008990000000000001,0.136,0.494,104.545,237027,4,47.99624,8,1
830,Maimed to Beg,Cerebral Fix,spotify:track:3Cug9f7ntU6bAYDa84vsaX,0.168,0.853,4,-10.384,1,0.0562,6.03e-06,0.374,0.376,0.564,81.607,179400,4,60.502759999999995,5,0
831,Better,Khalid,spotify:track:6zeeWid2sgw4lap2jV61PZ,0.596,0.552,0,-10.277999999999999,0,0.09699999999999999,0.0765,0.33399999999999996,0.10400000000000001,0.11199999999999999,97.949,229320,4,30.038429999999998,9,1
832,Downtown,Guru Randhawa,spotify:track:42hQ1mwLwaFcqCu4yOoWel,0.601,0.816,6,-5.647,0,0.0715,0.0483,3.57e-06,0.23600000000000002,0.303,163.86700000000002,216120,4,24.89385,9,0
833,Imposters of Life's Magazine,The Idle Race,spotify:track:7fymH54pzZHZLQzKwPZXwV,0.5870000000000001,0.696,11,-7.152,1,0.0329,0.569,0.16399999999999998,0.309,0.7,137.208,141173,4,43.91207,7,0
834,Montego Bay Spleen,St Germain,spotify:track:38LpbjQx5XAA95pb7AGRnE,0.705,0.649,11,-7.742000000000001,0,0.0651,0.375,0.0102,0.099,0.74,143.625,385677,4,28.43605,15,0
835,South Side,Moby Featuring Gwen Stefani,spotify:track:49bUJjrC16NgnrgGS75Yan,0.61,0.723,4,-7.572,1,0.0422,0.0103,0.0447,0.0748,0.45,97.147,229733,4,46.837340000000005,9,1
836,Lazy Afternoon,Jackie Gleason,spotify:track:0yfn1YXdvIPt9cdCe0WHWm,0.19,0.0882,5,-20.173,1,0.0369,0.976,0.9229999999999999,0.11,0.0543,80.587,167893,3,16.745260000000002,9,0
837,Alright,Darius Rucker,spotify:track:5JlH51YDYsGj2dyEJKKjcN,0.601,0.8059999999999999,7,-4.579,1,0.0345,0.0527,0.0,0.185,0.711,89.87,231920,4,21.66591,9,1
838,Little Bit of Something,Pimps of Joytime,spotify:track:2gA9i38hBIGnQUS3PrGCny,0.645,0.542,7,-8.06,1,0.0491,0.511,2.3899999999999998e-05,0.259,0.649,84.023,224107,4,52.681259999999995,10,0
839,Heartfelt,Novembers Doom,spotify:track:3URG60h5WHP3iywfSJAuwb,0.47,0.993,11,-4.564,1,0.146,4.61e-05,0.563,0.07400000000000001,0.0398,146.007,429387,4,39.392990000000005,17,0
840,Keep Your Distance,Amon Tobin,spotify:track:5ddDE5YnzCfp4mmOrFQ6ab,0.45799999999999996,0.8440000000000001,1,-6.7860000000000005,1,0.0476,0.0287,0.0488,0.131,0.285,93.99700000000001,287267,4,61.535140000000006,9,0
841,Master of Darkness,Arjen Anthony Lucassen's Star One,spotify:track:1x77DFB8ZQ6NbtxTBPtwhy,0.522,0.9279999999999999,2,-7.818,1,0.0686,5.4000000000000005e-05,0.00024700000000000004,0.42,0.483,117.96700000000001,314240,4,25.372329999999998,14,0
842,Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,spotify:track:6yMxfx9wpiuhhdb8vHDVMu,0.519,0.57,1,-7.3660000000000005,1,0.20199999999999999,0.0254,0.0,0.0821,0.317,164.155,205373,4,55.28715,8,1
843,Beaten Metal,Antibalas,spotify:track:16BJGrBqu8qus08RFFUtoq,0.807,0.941,9,-7.675,0,0.0891,0.0921,0.85,0.0449,0.46399999999999997,108.09899999999999,352560,4,36.89414,10,0
844,Sakura Trip,AIKA,spotify:track:6Cjbu2ayuoNNMC4aa78XmI,0.684,0.8540000000000001,5,-5.499,1,0.0544,0.00911,0.797,0.0796,0.517,155.04399999999998,307383,4,25.20239,13,0
845,I Want Crazy,Hunter Hayes,spotify:track:4FkgULes13bk2eHrsJg4q9,0.562,0.878,8,-4.806,1,0.0387,0.0539,0.0,0.11199999999999999,0.5579999999999999,103.029,236865,4,36.37818,12,1
846,Luckiest Man,The Wood Brothers,spotify:track:26uHwSHlaK5mskSMhbRod3,0.5710000000000001,0.281,5,-10.56,1,0.0475,0.74,0.0,0.163,0.294,142.263,233667,4,42.295809999999996,9,0
847,Same Damn Time,Future,spotify:track:2krzD9gBw8tI3fmFyCv4sR,0.718,0.862,11,-4.915,1,0.0445,0.0135,0.0,0.24,0.305,138.97,273000,4,42.70257,11,1
848,Dilliwaliye,Bilal Saeed,spotify:track:1AkyGhZWPOf9VKA1pTmJNn,0.742,0.737,0,-4.855,0,0.0384,0.179,0.0,0.331,0.35700000000000004,92.0,208696,4,65.88741999999999,8,0
849,Hope,XXXTENTACION,spotify:track:2ZRo7axmMPeSVUvDbGkJah,0.5920000000000001,0.457,9,-6.081,0,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04,110886,4,30.348840000000003,5,1
850,Meant To Be,Bebe Rexha & Florida Georgia Line,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.643,0.7829999999999999,10,-6.457999999999999,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4,31.83365,7,1
851,Protector of the Common Folk,Howard Shore,spotify:track:3wlVdDCUCO1SS3xND0pBBc,0.196,0.0765,0,-22.721,0,0.038,0.904,0.805,0.111,0.0381,111.67200000000001,215065,4,47.23415,11,0
852,Duele El Corazon,Enrique Iglesias Featuring Wisin,spotify:track:6YZdkObH88npeKrrkb8Ggf,0.7240000000000001,0.904,8,-3.3539999999999996,0,0.0966,0.0786,0.0,0.226,0.846,90.999,200813,4,30.29502,8,1
853,La La Land,Demi Lovato,spotify:track:0M9VqYG0wVun054JIdwFO8,0.467,0.919,6,-2.255,0,0.069,0.0149,0.0,0.0193,0.706,169.987,196467,4,48.45074,5,1
854,Day One,Hans Zimmer,spotify:track:1ClIKr4uKzosk6FOpHwLJM,0.133,0.017,9,-27.781,0,0.0361,0.929,0.9640000000000001,0.0727,0.0619,95.973,199423,3,49.3619,8,0
855,Remember You Young,Thomas Rhett,spotify:track:3LK6wDkhbTyg8GhJidU9oC,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,32.903220000000005,10,1
856,Renegades,X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.002999999999999,1,0.0905,0.0144,0.0597,0.22899999999999998,0.528,90.052,195200,4,43.482009999999995,7,1
857,All Deez,Buku,spotify:track:3ZFL7FPEcp5ltaffiI4dZx,0.653,0.609,2,-7.8660000000000005,1,0.0439,0.025,0.846,0.193,0.29100000000000004,170.06400000000002,206118,4,45.54805,13,0
858,Maybe,Sick Puppies,spotify:track:0nbaoA1FPNt1tRnbXB6FFa,0.43700000000000006,0.9129999999999999,7,-4.315,1,0.0972,0.0171,0.0,0.284,0.537,167.861,206120,4,35.41809,11,1
859,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",spotify:track:7zBQRGpYImAdIZc97FNj3V,0.596,0.815,6,-5.667999999999999,0,0.0755,0.0111,0.0,0.174,0.45899999999999996,165.015,206567,4,61.99116,9,1
860,Bright Lights,The Outlets,spotify:track:0s7TT7agVVUcuLmzoHSRZM,0.28,0.935,4,-6.035,1,0.163,0.0009279999999999999,0.00282,0.139,0.418,155.805,209240,4,25.57266,9,0
861,Magic Stick,Lil' Kim Featuring 50 Cent,spotify:track:0aULRU35N9kTj6O1xMULRR,0.8490000000000001,0.499,2,-7.872000000000001,1,0.271,0.11699999999999999,4.970000000000001e-05,0.268,0.504,92.98200000000001,359973,4,54.34697,13,1
862,Days Go By,Dirty Vegas,spotify:track:2RLpFEf6d0708O7Bqhjyxg,0.7859999999999999,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,4,18.48264,19,1
863,Socking Soul Power,Harold Burrage,spotify:track:6kfPSoZ1Ex44RZzjypwhP9,0.504,0.6970000000000001,10,-9.665,1,0.0794,0.0519,0.0187,0.23,0.965,136.118,150613,4,60.32629,5,0
864,A Hair on the Head of John the Baptist,Saltillo,spotify:track:0toslGv7qXGkLjhZdubv1y,0.594,0.597,2,-8.658,1,0.0414,0.0657,0.0152,0.159,0.21600000000000003,99.89,454013,4,19.88056,14,0
865,Three,Sleeping At Last,spotify:track:6ECxq5Sh1ogq6oHDRUVmV2,0.389,0.18100000000000002,0,-11.148,1,0.0431,0.94,0.0,0.0644,0.259,127.965,247464,4,77.20062,11,0
866,Torn,Novembers Doom,spotify:track:4oZvRQyEtRkerMCoG0zszO,0.33799999999999997,0.616,0,-6.266,0,0.0328,0.0197,0.0925,0.177,0.17600000000000002,186.851,346267,3,48.56689,13,0
867,I'm Like A Bird,Nelly Furtado,spotify:track:2tP7ZekzXfduShx8C6cbll,0.622,0.608,10,-5.085,1,0.036000000000000004,0.138,5.38e-06,0.273,0.607,89.661,243160,4,44.45434,8,1
868,"Deus Passus, ""St. Luke Passion"": Potum meum (Mezzo-Soprano)",Wolfgang Rihm,spotify:track:3RssBswSWThL2Su8T9IMAz,0.18100000000000002,0.03,5,-33.741,0,0.0465,0.987,0.11599999999999999,0.15,0.0341,143.429,154933,4,35.73385,7,0
869,I'm Out,Ciara Featuring Nicki Minaj,spotify:track:3c7MNgwEBQTnrOWLjU1DHq,0.737,0.723,0,-5.834,1,0.261,0.0864,4.47e-06,0.522,0.555,148.113,241613,4,14.275529999999998,17,1
870,Footloose,Blake Shelton,spotify:track:4shPfi6RsJiwQtso2XFGiL,0.52,0.924,7,-4.748,1,0.0686,0.00121,2.31e-06,0.128,0.8440000000000001,173.98,218493,4,33.414970000000004,10,1
871,Till Death Do Us Part,Deicide,spotify:track:2ZeTxFXTQeqXAYTJBwuPdT,0.255,0.978,10,-5.401,0,0.11599999999999999,0.0012900000000000001,0.376,0.161,0.036000000000000004,128.999,254493,4,63.21063,12,0
872,I Am The Highway,Audioslave,spotify:track:3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,9,-5.023,0,0.0335,0.105,0.0,0.113,0.2,174.875,334907,4,22.65941,16,1
873,Leaving This,Novembers Doom,spotify:track:1YI2IFvvkc21VjaHzXrTB6,0.165,0.6890000000000001,2,-6.745,0,0.0327,9.42e-05,0.158,0.0722,0.0883,82.448,448067,3,36.06022,17,0
874,Lookin' For That Girl,Tim McGraw,spotify:track:4tK5L8FD5Gl1dSwhzXuU6K,0.494,0.843,6,-4.454,1,0.0342,0.00611,1.21e-05,0.0995,0.39799999999999996,153.963,261347,4,27.93913,11,1
875,Clamavi,Arne Nordheim,spotify:track:4QWZ836V7rWuiJGG9gUUyh,0.16699999999999998,0.0135,2,-29.909000000000002,1,0.0549,0.9470000000000001,0.17800000000000002,0.0927,0.0362,87.28399999999999,720693,4,44.86744,35,0
876,Children of the Stars - Live,Angus Black,spotify:track:2vrh1N4PYrWNhx20jAHoKI,0.223,0.9520000000000001,4,-3.9160000000000004,0,0.061,0.019,0.721,0.682,0.452,122.719,389059,3,48.400890000000004,12,0
877,Wet Dreamz,J. Cole,spotify:track:6Ius4TC0L3cN74HT7ENE6e,0.504,0.705,6,-8.205,0,0.364,0.0752,0.0,0.128,0.584,175.483,239320,4,22.36431,13,1
878,Nightfall,Gonzalo Rubalcaba,spotify:track:5SrzvpDep5J9HVxY2nqF1l,0.44799999999999995,0.00993,0,-27.381999999999998,1,0.055,0.9890000000000001,0.9159999999999999,0.145,0.3,136.319,315067,3,69.23642,14,0
879,Hey Brother,Avicii,spotify:track:79T6zmF4213LQH9a4opePl,0.456,0.845,7,-4.618,0,0.085,0.0552,1.13e-05,0.397,0.563,125.161,199667,4,29.22145,12,1
880,Metal Reproduction,Le Réparateur,spotify:track:7AmTeLueHReRP1XxxAAwr0,0.733,0.772,5,-6.324,1,0.0702,0.0342,0.000745,0.0485,0.857,167.96900000000002,134004,4,36.18679,7,0
881,Epic Scrap Metal,Bigbang,spotify:track:7dzG7liFWOxjrA2qf2SiDo,0.23600000000000002,0.951,3,-5.615,0,0.0615,0.0111,0.0006360000000000001,0.0985,0.266,94.04,284920,4,113.47208,10,0
882,Beg For It,Iggy Azalea Featuring M0,spotify:track:7MQREx2p9bXdqm8WTGVkGI,0.807,0.747,10,-4.31,0,0.0471,0.22899999999999998,0.00011100000000000001,0.0884,0.4,93.009,178107,4,24.88178,10,1
883,Enough Of No Love,Keyshia Cole Featuring Lil Wayne,spotify:track:759b29QKmhaVSAuMp6AfWr,0.64,0.624,10,-5.831,0,0.152,0.0177,0.0,0.29600000000000004,0.46399999999999997,86.802,229427,4,56.84717,9,1
884,Summer Love,Justin Timberlake,spotify:track:1MBM7CyZbwJpVbbZJnHHRg,0.606,0.591,0,-7.228,0,0.087,0.0756,0.0,0.32799999999999996,0.47700000000000004,95.802,252973,4,58.37948000000001,11,1
885,Today Was A Fairytale,Taylor Swift,spotify:track:1P5QpwOgXJuoVTm3CWbnLY,0.485,0.7170000000000001,7,-4.54,1,0.0321,0.0284,5.63e-06,0.14,0.35600000000000004,158.047,241813,4,38.21417,11,1
886,If - Original Mix,Phaeleh,spotify:track:2ltpigohYJYHBQgy34u2LF,0.7120000000000001,0.496,10,-13.591,0,0.0602,0.0338,0.8009999999999999,0.10800000000000001,0.15,137.002,312000,4,28.901390000000003,10,0
887,Thin Line - Prod. By Pete Rock,Reks,spotify:track:6bsrEQYJQh9k2o3vvZUR3H,0.628,0.858,2,-6.87,1,0.287,0.0149,0.0,0.413,0.409,92.587,202379,4,56.7005,12,0
888,S&M,Rihanna Featuring Britney Spears,spotify:track:2u02eLj96Atd6TBxkH9YvN,0.7659999999999999,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.10400000000000001,0.833,127.96600000000001,243533,4,32.99167,15,1
889,Subha Hone Na De,Mika Singh,spotify:track:6WediUhXDfm8FR3wlM0r3G,0.728,0.9,8,-4.529,1,0.0452,0.0805,0.0485,0.154,0.503,131.971,288696,4,30.199709999999996,11,0
890,Thrash Attack - Live,Destruction,spotify:track:3bDgXK3gl1EaM0wU12oXS9,0.233,0.988,11,-8.211,1,0.0611,3.28e-05,0.961,0.45299999999999996,0.304,93.654,182427,4,55.17719,7,0
891,Metal Gods,Primal Fear,spotify:track:6W0fJRKcmfVTPZ0rIcFbYM,0.47,0.848,6,-4.516,0,0.0321,1.42e-05,0.0424,0.521,0.179,102.97200000000001,218697,4,49.72768,12,0
892,Do Not Disturb,Drake,spotify:track:2KvHC9z14GSl4YpkNMX384,0.618,0.693,7,-5.943,0,0.45,0.24600000000000002,0.0,0.11199999999999999,0.45399999999999996,170.982,283551,4,49.04237,10,1
893,Living Life,Pegassi,spotify:track:1uf2XvdE5q89tyRv7TxKNW,0.7240000000000001,0.828,11,-6.2860000000000005,1,0.244,0.00281,0.319,0.281,0.28800000000000003,124.988,246740,4,29.000290000000003,13,0
894,Intelligent Hardcore,The Darkraver,spotify:track:4O1uKE6wP54fJngvUO2P9U,0.596,0.904,8,-9.378,1,0.114,0.00613,0.634,0.122,0.114,150.043,389068,4,26.69272,20,0
895,Last Time That I Checc'd,Nipsey Hussle Featuring YG,spotify:track:39xWBHPM4E9MwzEy5gbM7p,0.711,0.746,1,-4.224,1,0.253,0.0289,0.0,0.371,0.27899999999999997,96.024,225573,4,63.055080000000004,9,1
896,Save Me,Love Sees No Color,spotify:track:4KlTTtweCQKeEZAr5DZLme,0.405,0.95,2,-3.6439999999999997,1,0.0482,0.000785,0.0368,0.32299999999999995,0.568,169.903,232268,4,21.9084,7,0
897,Tornado,Little Big Town,spotify:track:3HvNzmI0hX2dXcE41lBMxi,0.7390000000000001,0.696,3,-5.149,0,0.0247,0.0459,9.609999999999999e-05,0.107,0.49200000000000005,97.00399999999999,223573,4,26.165760000000002,9,1
898,Perdoname,Deorro,spotify:track:6O9Ae183gg3Y1cgPdbjwDz,0.855,0.856,9,-2.574,0,0.105,0.000926,0.00271,0.9590000000000001,0.516,127.98899999999999,270054,4,32.377309999999994,10,0
899,Staring At The Sky,XXXTENTACION,spotify:track:4KpKyRFwN0gcwj58Uqjv7q,0.557,0.33799999999999997,5,-9.892000000000001,1,0.0257,0.134,0.0018399999999999998,0.14,0.6890000000000001,140.935,85124,4,40.46581,4,1
900,From The Ground Up,Dan + Shay,spotify:track:0lQJBl9YEsoMtE8D4yTE9g,0.281,0.58,9,-5.9670000000000005,1,0.0323,0.33299999999999996,0.0,0.122,0.282,151.56799999999998,253933,3,81.33525,12,1
901,You Should've Told Me,Kelly Price,spotify:track:6NwKYeHDcfEAKVYsUZy4Dx,0.723,0.46299999999999997,1,-4.938,1,0.0755,0.24100000000000002,0.0,0.0651,0.551,120.115,194760,4,48.060790000000004,10,1
902,Perfect (Electro Swing Remix),11 Acorn Lane,spotify:track:46jrqGkZ9TPqP9u06RMfYq,0.7929999999999999,0.868,0,-4.001,1,0.17300000000000001,0.0304,0.009609999999999999,0.085,0.85,124.985,202498,4,47.714729999999996,10,0
903,Baby By Me,50 Cent Featuring Ne-Yo,spotify:track:1s0Qy8SEPTR1hUAA0ikC7A,0.619,0.8270000000000001,0,-4.665,0,0.0852,0.0045,0.0134,0.0283,0.354,190.03099999999998,213360,4,42.11831,13,1
904,Got to Find a Way,Harold Burrage,spotify:track:4vOxNIimvZZUFwQGkgeVGn,0.7070000000000001,0.474,2,-10.037,1,0.0431,0.0429,0.0,0.0546,0.715,113.654,220893,4,27.325090000000003,11,0
905,At Night In Dreams,White Denim,spotify:track:402inY9UFrPImLssOP0Wo8,0.54,0.934,1,-5.907,1,0.0687,0.0583,0.0,0.215,0.665,88.425,244347,4,30.76517,12,0
906,You'll Be In My Heart - Instrumental,Fred Mollin,spotify:track:62kKo1gIWTfZEyAks2NV7F,0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,90027,4,37.285309999999996,5,0
907,Feel the Thunder,Promo,spotify:track:5PdTv1LY5oEUMcJcd1nElh,0.385,0.934,6,-5.403,0,0.10099999999999999,0.06,0.0518,0.0559,0.38299999999999995,181.18900000000002,244773,4,24.78988,12,0
908,Rock And Roll Heart,Garageland,spotify:track:5MyaXAKNl0iZk4SRGwg8NJ,0.631,0.742,2,-6.824,1,0.0259,0.0018899999999999998,1.4800000000000002e-05,0.228,0.647,109.99799999999999,207613,4,53.241769999999995,11,0
909,If You Can Do Anything Else,George Strait,spotify:track:1PmJcgLwG1wRC5qMdjogRD,0.6809999999999999,0.62,3,-7.68,1,0.0268,0.601,0.00031800000000000003,0.128,0.48200000000000004,116.98299999999999,246667,4,31.19332,11,1
910,Partita: I. Vivace,John Rutter,spotify:track:5kXlFhYQVHYqma7GaPp83Z,0.34700000000000003,0.245,4,-14.565,0,0.0352,0.977,0.8420000000000001,0.086,0.125,133.012,457000,4,42.796079999999996,26,0
911,Rock and Scissors,Michael Schulte,spotify:track:6DB8BnvvZ6I3J4Va7xd2gD,0.39299999999999996,0.5579999999999999,7,-5.872000000000001,0,0.045,0.433,0.0,0.12300000000000001,0.23600000000000002,181.735,201818,3,28.42415,8,0
912,Can't Have Everything,Drake,spotify:track:5f5r2N4Lp9WoULWPH9zp2W,0.856,0.5720000000000001,1,-8.429,1,0.373,0.0136,1.55e-06,0.121,0.45399999999999996,82.445,228438,4,59.48346,7,1
913,Bottoms Up,Brantley Gilbert,spotify:track:477pWnF7WFWb9Qs6g8rs4J,0.47600000000000003,0.857,7,-5.733,1,0.0432,0.113,0.0,0.135,0.5429999999999999,169.975,220200,4,22.97535,13,1
914,Livin' Clean,Canton Jones,spotify:track:0eARBCgWpIUFCpnHXmN439,0.8490000000000001,0.542,2,-7.004,1,0.0969,0.00987,0.0,0.361,0.738,105.955,182613,4,41.982859999999995,9,0
915,Lips Of An Angel,Hinder,spotify:track:40LQiUUUKXVGyNs09lHVjW,0.47600000000000003,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,261853,4,37.87256,9,1
916,Don't Rain On My Parade,Glee Cast,spotify:track:7emV91bLzV662TpX9Tmxnr,0.483,0.691,4,-5.223,1,0.0805,0.598,0.0,0.0918,0.597,79.666,165493,4,27.746109999999998,7,1
